$\kappa t$,CNB I,CNB II,I Approx,II Approx
0.0,-0.0,-0.0,0.0,0.0
7.199999999999999e-05,0.3730947342093612,0.4636481369413533,0.0,0.02731156977155992
0.00014399999999999998,0.6008537908096837,0.7330099314188813,0.2792212945127227,0.4916283021875756
0.00021600000000000002,0.7804025943021713,0.9400803180749376,0.5627439621939456,0.7881736526124248
0.00028799999999999995,0.93149104990222,1.1112347330574448,0.7764995780403666,1.011893945329175
0.00036,1.0631307673298558,1.258314308955208,0.9504796444969739,1.1938078248350918
0.00043200000000000004,1.1804184101041908,1.3879138933966446,1.0984266823443178,1.3482447100210466
0.000504,1.2865874896057994,1.5041566812650717,1.2278665961721609,1.4831006230482915
0.0005759999999999999,1.3838453835904858,1.609822443874508,1.3434026740131446,1.603227330009377
0.0006479999999999999,1.4737782822599017,1.7068837861574333,1.448071997766096,1.7118364192564564
0.0007199999999999999,1.5575703860714578,1.7967975461205077,1.5439920985098652,1.811172203060186
0.000792,1.6361323992383012,1.880672933419995,1.6327027708692647,1.9028691626770509
0.0008640000000000001,1.7101815710062875,1.9593755649466449,1.7153614167181728,1.9881570109525142
0.000936,1.7802939433888891,2.0335948223548117,1.7928616005554823,2.067985588330476
0.001008,1.846939800809688,2.1038891860881765,1.865908587361408,2.1431046675377674
0.0010799999999999998,1.910508484903995,2.170717726578414,1.935069423669215,2.2141169903449445
0.0011519999999999998,1.9713262334314896,2.2344625835900693,2.0008072645453923,2.281514691080848
0.0012239999999999998,2.029669297477425,2.295445370166008,2.063505575271856,2.3457050169887625
0.0012959999999999998,2.0857737773263705,2.3539393974949694,2.1234856131599247,2.4070289302614882
0.001368,2.1398431246083787,2.410178937431733,2.1810193239894593,2.4657748442682506
0.00144,2.192053951970375,2.4643663517907815,2.2363390330527015,2.5221889532359034
0.001512,2.2425605922133323,2.516677655053253,2.2896448472990407,2.57648312641843
0.001584,2.2914987196398755,2.567266908413163,2.341110391882885,2.628841028222892
0.001656,2.338988257691231,2.616269729358136,2.3908873141687392,2.6794229243582914
0.0017280000000000002,2.3851357365517085,2.663806123153685,2.43910886178972,2.7283695002573642
0.0017999999999999995,2.4300362219295994,2.7099827883067604,2.4858927554238113,2.775804926920386
0.001872,2.4737749059606533,2.7548950095365123,2.5313435177705745,2.8218393460219375
0.001944,2.5164284293110293,2.7986282241177416,2.5755543784518964,2.866570902234861
0.002016,2.5580659875230918,2.84125932720905,2.6186088447547275,2.910087418559666
0.002088,2.598750262780184,2.882857766872263,2.6605820065305297,2.9524677878626067
0.00216,2.6385382133121973,2.9234864682968498,2.701541627794231,2.9937831364762886
0.002232,2.677481745907922,2.9632026183277738,2.7415490657622086,3.03409780341372
0.002304,2.715628291801361,3.0020583349764283,2.7806600491970337,3.0734701694098336
0.002376,2.753021302219328,3.0401012416355115,2.8189253413125983,3.1119533627875438
0.002448,2.7897006767304493,3.0773749618633763,2.85639130727167,3.149595863482378
0.00252,2.8257031350900554,3.113919547595484,2.893100402382396,3.1864420223052807
0.002592,2.861062541338033,3.149771851284947,2.929091594051859,3.2225325095065855
0.002664,2.8958101873390003,3.1849658505855736,2.964400727945513,3.2579047039824336
0.002736,2.9299750417373818,3.2195329326735567,2.999060847083125,3.2925930322918555
0.002808,2.9635839692931487,3.2535021440978027,3.0331024709975347,3.3266292650637097
0.00288,2.996661924736435,3.2869004110600715,3.0665538407934387,3.3600427770915275
0.002952,3.0292321246382152,3.3197527342551987,3.0994411351232984,3.3928607764106262
0.003024,3.0613162002210714,3.3520823617110573,3.13178866105544,3.4251085066338716
0.0030960000000000002,3.0929343335954957,3.383910942557089,3.1636190232153414,3.4568094262734075
0.003168,3.1241053795472182,3.415258664201508,3.194953274209575,3.4879853681323336
0.00324,3.1548469746879713,3.4461443750218432,3.225811048796611,3.518656681352316
0.003312,3.1851756355164684,3.4765856943704123,3.2562106838902434,3.5488423583002575
0.0033840000000000003,3.215106846690807,3.506599111458671,3.286169325889525,3.5785601484635055
0.0034560000000000003,3.2446551407387685,3.5362000744291056,3.3157030276180075,3.6078266606219005
0.0035280000000000003,3.2738341700896134,3.565403070764296,3.3448268351572965,3.6366574547747255
0.003599999999999999,3.302656772363082,3.594221700037162,3.3735548663415247,3.665067125092368
0.003672,3.3311350296840825,3.6226687398670303,3.401900382150827,3.6930693749971244
0.003744,3.3592803225689387,3.6507562058298415,3.4298758507520626,3.7206770852140174
0.003816,3.3871033790799827,3.67849540597988,3.457493006100922,3.74790237553132
0.003888,3.4146143196970202,3.7058969905542622,3.4847629012773975,3.77475666097105
0.00396,3.4418226983074605,3.732970997369137,3.511695956690215,3.801250702972818
0.004032,3.4687375399163667,3.75972689334893,3.5383020057965378,3.8273946561277556
0.004104,3.4953673749476892,3.7861736125877012,3.564590333949628,3.853198110978007
0.004176,3.5217202710179083,3.8123195912757115,3.5905697165719808,3.878670133131929
0.004248,3.5478038621160732,3.83817279980923,3.6162484537180117,3.9038192991985596
0.004319999999999999,3.573625375298594,3.8637407723502126,3.6416343998448144,3.928653729800594
0.004391999999999999,3.5991916556188817,3.889030634079897,3.6667349942107217,3.9531811199515468
0.004463999999999999,3.6245091890064884,3.91404912636092,3.6915572873800278,3.9774087670478333
0.004535999999999999,3.6495841233546886,3.9388026300008825,3.716107964842469,4.001343596698931
0.004607999999999999,3.6744222882733197,3.9632971867898,3.7403933710267934,4.024992186590799
0.004679999999999999,3.6990292132540814,3.98753851946452,3.764419529990285,4.048360788560646
0.004751999999999999,3.7234101444944354,4.011532050241149,3.7881921641360625,4.071455349043483
0.004823999999999999,3.747570060751416,4.03528291803777,3.8117167136449073,4.094281528031607
0.004895999999999999,3.7715136879026487,4.058795994500218,3.8349983526259797,4.116844716674539
0.004967999999999999,3.795245512538607,4.0820758989321435,3.8580420043818124,4.139150053634162
0.005039999999999999,3.8187697948115313,4.105127012220473,3.8808523571824236,4.161202440298587
0.005111999999999999,3.8420905802322176,4.127953489838931,3.903433877049621,4.18300655494784
0.005183999999999999,3.86521171075481,4.150559273972642,3.925790820185086,4.20456686563065
0.005255999999999999,3.888136835227888,4.1729481049861326,3.947927245343671,4.225887643434811
0.005327999999999999,3.910869419206812,4.195123531971157,3.9698470255312532,4.246972972818749
0.005399999999999999,3.933412753943057,4.217088922853268,3.9915538570055293,4.2678267634437885
0.005472,3.955769965228263,4.238847473709281,4.013051271327282,4.288452759540835
0.005544,3.9779440210517065,4.260402217552326,4.034342640905612,4.308854548969153
0.005616,3.9999377397332436,4.281756032764071,4.055431192256939,4.329035573263688
0.005688,4.021753796353772,4.3029116507504055,4.076320008011196,4.348999134394955
0.00576,4.0433947303419115,4.3238716634240015,4.097012041571215,4.368748403536311
0.005832,4.064862950909856,4.344638530122657,4.117510116697288,4.388286428009707
0.005904,4.0861607439853564,4.365214584072439,4.137816941714305,4.4076161372320355
0.005976,4.1072902769816775,4.385602038976941,4.157935108682476,4.426740352285933
0.006048,4.128253605005912,4.405802994314908,4.17786710587593,4.44566178709505
0.0061200000000000004,4.149052674981508,4.425819441478594,4.197615316235933,4.464383058790831
0.0061920000000000005,4.169689331887583,4.4456532687911565,4.217182032995436,4.482906690702252
0.0062640000000000005,4.190165321576798,4.46530626623382,4.236569452078488,4.5012351156716255
0.006336,4.210482296690291,4.484780130922954,4.255779688017168,4.5193706856759235
0.006408,4.230641820034208,4.504076470696547,4.274814772974545,4.537315669867884
0.00648,4.2506453679487715,4.523196809296349,4.293676657654829,4.555072264873876
0.006552,4.27049433571119,4.542142589873817,4.312367225873629,4.572642594530436
0.006624,4.290190038755046,4.560915179102788,4.330888283679003,4.590028715330782
0.006696,4.309733718535757,4.579515870975847,4.3492415782082565,4.607232620130832
0.006768000000000001,4.3291265438107365,4.597945890172858,4.3674287891342685,4.624256240420481
0.006840000000000001,4.348369614704907,4.616206395654107,4.385451537802649,4.641101450685354
0.006912000000000001,4.3674639657513685,4.634298483719675,4.40331139049183,4.657770070207192
0.006984000000000001,4.386410567784175,4.6522231912474,4.4210098563522715,4.674263866748986
0.007056000000000001,4.4052103322025475,4.6699814986420884,4.438548398240645,4.6905845587220965
0.007128,4.423864111486943,4.687574332650333,4.45592842481794,4.706733817931512
0.007199999999999998,4.442372704097736,4.7050025690435975,4.4731513048498845,4.722713271258384
0.007271999999999998,4.460736855313239,4.7222670353635285,4.490218361768162,4.7385245036503125
0.007343999999999998,4.478957259027442,4.739368513350853,4.507130874080319,4.754169060233391
0.007415999999999998,4.497034562182996,4.7563077411727495,4.523890087028487,4.769648446630657
0.007487999999999998,4.514969364489407,4.77308541619887,4.540497204267861,4.784964133538047
0.007559999999999998,4.532762221635563,4.789702196823246,4.556953394786873,4.800117556636283
0.007631999999999998,4.5504136478525234,4.806158704438044,4.573259796619188,4.815110117075718
0.007703999999999998,4.5679241157416435,4.822455526497162,4.589417511290076,4.829943187813116
0.007775999999999998,4.5852940606722745,4.838593217151483,4.605427614183594,4.8446181091381755
0.007847999999999999,4.602523880954932,4.854572299774285,4.621291150625719,4.859136192577015
0.00792,4.619613939403172,4.870393269733813,4.637009137290938,4.873498726171788
0.007991999999999999,4.636564566387776,4.886056594195375,4.652582567237272,4.887706967571523
0.008064,4.653376059945421,4.9015627154407,4.668012407442272,4.901762151588634
0.008136,4.6700486881133765,4.9169120527943395,4.683299601920988,4.9156654924514065
0.008208,4.686582690649639,4.9321050018513475,4.6984450731995215,4.929418175633839
0.00828,4.7029782790610435,4.94714193784733,4.71344972118704,4.94302136575109
0.008352,4.719235640286824,4.962023219197351,4.728314427527757,4.956476215406644
0.008424,4.735354936791366,4.976749183676211,4.7430400545664275,4.969783846254514
0.008496,4.751336306917913,4.991320153243337,4.757627446028092,4.982945362655269
0.008568000000000001,4.767179868114762,5.005736437001473,4.772077428961587,4.9959618578563605
0.008639999999999998,4.782885717619287,5.0199983289867935,4.786390814138256,5.008834402856298
0.008712000000000001,4.7984539326789095,5.034106109774724,4.800568396989933,5.021564048137703
0.008783999999999998,4.813884572274912,5.048060050262004,4.8146109580782275,5.034151832670975
0.008856000000000001,4.829177679285676,5.061860412459824,4.828519263435282,5.046598783357504
0.008927999999999998,4.844333280388132,5.0755074465165615,4.842294066284467,5.0589059030059715
0.009000000000000001,4.859351386976709,5.089001395776898,4.855936108352224,5.071074182832191
0.009071999999999998,4.874231997478947,5.102342500137725,4.869446116775784,5.083104608863417
0.009144,4.88897509755124,5.115530989374307,4.882824807388179,5.09499814171059
0.009215999999999998,4.903580661364616,5.128567089343786,4.89607288718485,5.106755731078849
0.009288,4.918048651853381,5.1414510257380055,4.909191052114501,5.11837832273471
0.00936,4.932379021999749,5.154183017985868,4.92217998613139,5.129866841730159
0.009432,4.94657171512964,5.166763283329849,4.935040361637079,5.141222200600885
0.009504,4.960626669884173,5.1791920409842005,4.947772849009035,5.15244530721564
0.009576000000000001,4.974543796707311,5.191469509478688,4.9603780629096175,5.1635370571600765
0.009648,4.988323038720928,5.203595904257868,4.9728566955007,5.174498326822766
0.00972,5.0019643006623475,5.215571442665887,4.985209357635406,5.185329983290749
0.009792,5.015467510732496,5.227396350208866,4.9974367140754055,5.196032895807803
0.009864,5.028832582875169,5.239070850891324,5.009539397915408,5.206607914485543
0.009936,5.0420594236318115,5.250595169521137,5.021518025528451,5.217055873979265
0.010008,5.055147939344306,5.261969535568055,5.033373211037831,5.227377600399652
0.01008,5.068098030731859,5.273194192751669,5.045105552430415,5.237573928365408
0.010152,5.0809096450950975,5.284269380304057,5.056715737209657,5.247645664290834
0.010224,5.093582671755432,5.295195344150433,5.068204334315114,5.257593606916035
0.010296,5.10611700602853,5.3059723368983835,5.0795719001546855,5.267418546369214
0.010368,5.118512552737879,5.316600629022653,5.090819014183429,5.27712128185687
0.010440000000000001,5.130769219527086,5.327080485108967,5.101946251512869,5.28670258138929
0.010512,5.142886903266672,5.337412181373675,5.112954139135509,5.29616321044194
0.010584,5.154865529465862,5.347596003269669,5.1238432774660305,5.305503926972304
0.010656,5.166705015038813,5.357632253596949,5.13461420776257,5.314725492407932
0.010728,5.1784052835933325,5.367521232687572,5.145267489012444,5.3238286428827735
0.0108,5.1899662686836034,5.3772632538450935,5.155803680448329,5.332814110942892
0.010872,5.201387912173202,5.386858642788839,5.166223335324508,5.341682623810729
0.010944,5.212670144156796,5.396307741367341,5.176526982760008,5.350434907612773
0.011016,5.223812928978846,5.4056108922609045,5.186715178074554,5.359071667749502
0.011088,5.234816222455332,5.414768452093048,5.196788453718226,5.367593605250057
0.01116,5.245679980161679,5.423780794214842,5.206747328465883,5.376001419229438
0.011232,5.256404189447776,5.432648305543092,5.216592338157616,5.3842958029039005
0.011304,5.266988824444705,5.441371375466354,5.226323996535102,5.392477430864089
0.011376,5.277433875576395,5.449950408591605,5.23594281673352,5.400546973454003
0.011448,5.287739354884958,5.458385823264186,5.2454493138282565,5.408505094726203
0.01152,5.297905259718446,5.466678064823926,5.254843988760542,5.416352466154942
0.011591999999999998,5.307931620228088,5.474827570795312,5.264127345268962,5.4240897298891495
0.011664,5.317818475534311,5.4828347981006695,5.273299881924659,5.4317175274516165
0.011735999999999998,5.3275658548142575,5.490700215690123,5.282362089298659,5.439236491917405
0.011808,5.337173826778751,5.498424322280525,5.291314458221046,5.446647263935508
0.011879999999999998,5.346642459671824,5.506007614409636,5.300157473609232,5.453950462572143
0.011952,5.3559718257093625,5.513450602455665,5.30889161537152,5.461146700039804
0.012023999999999998,5.365162026794034,5.520753811617715,5.317517360120321,5.468236582585476
0.012096,5.3742131727393625,5.527917788534453,5.326035179309608,5.475220715204555
0.012167999999999998,5.383125383256298,5.534943095835495,5.3344455445767895,5.482099697419758
0.012240000000000001,5.391898792132323,5.541830298028438,5.342748918145777,5.488874112761922
0.012311999999999998,5.400533543858309,5.54857997797974,5.350945757566333,5.49554454133309
0.012384000000000001,5.4090298009805355,5.55519273404793,5.359036518618764,5.5021115573849695
0.012455999999999998,5.417387747635712,5.561669191538216,5.3670216564263225,5.50857573643827
0.012528000000000001,5.425607564391033,5.5680099712593165,5.374901613287734,5.51493763585395
0.012599999999999998,5.433689449071966,5.574215713928586,5.382676828544667,5.521197810151745
0.012672,5.441633637847622,5.580287073325274,5.390347747355292,5.527356806871827
0.012743999999999998,5.449440358050401,5.586224730546294,5.3979147997802945,5.533415174158708
0.012816,5.457109857037584,5.592029367505766,5.405378413272733,5.53937344691784
0.012887999999999998,5.464642402146751,5.597701680736737,5.4127390136638605,5.545232154268389
0.01296,5.472038280626658,5.6032423812012855,5.419997025066417,5.550991819587023
0.013031999999999998,5.4792977879399904,5.608652201900845,5.427152861541587,5.556652963957946
0.013104,5.4864212385745885,5.61393188954063,5.434206934469644,5.562216102550556
0.013175999999999998,5.493408964161676,5.619082192655285,5.4411596555827355,5.567681739491675
0.013248,5.500261311215458,5.624103877629781,5.448011427102067,5.573050375251483
0.01332,5.506978642515374,5.628997722900113,5.4547626481056675,5.578322504239083
0.013392,5.513561338699313,5.633764533571224,5.461413715777352,5.583498620252562
0.013464,5.5200097965477095,5.638405121931702,5.4679650232403345,5.588579209643594
0.013536000000000001,5.526324425419069,5.6429203025384265,5.474416954813289,5.5935647497485474
0.013608,5.532505651190755,5.647310907444298,5.480769891606734,5.598455714599247
0.013680000000000001,5.5385539145692455,5.6515777799436915,5.487024209492378,5.603252572897091
0.013752,5.544469688072282,5.655721792830132,5.4931802906735605,5.607955793407212
0.013824000000000001,5.550253444924941,5.659743818443944,5.499238502593912,5.612565836735605
0.013896,5.555905672939967,5.663644735400772,5.505199207478811,5.617083157420674
0.013968000000000001,5.561426877174492,5.6674254379056155,5.511062764226627,5.621508206832748
0.01404,5.56681757961217,5.671086830643859,5.5168295280835205,5.625841431985423
0.014112000000000001,5.572078345398262,5.674629846823995,5.5224998664691585,5.630083278532168
0.014184,5.577209717413078,5.678055414195455,5.528074119857278,5.634234185894936
0.014256,5.582212266904046,5.681364471337553,5.53355263228271,5.638294589869561
0.014328,5.587086579600439,5.6845579694611,5.538935743161905,5.642264923177022
0.014399999999999996,5.591833265837688,5.6876368692990775,5.544223792780972,5.646145615242599
0.014472,5.5964529602321935,5.69060215750269,5.549417122298402,5.649937092240522
0.014543999999999996,5.6009462898229145,5.693454812518414,5.554516057082095,5.653639777851296
0.014616,5.605313905686195,5.6961958263214205,5.5595209236117045,5.65725409301633
0.014687999999999996,5.609556473074926,5.698826200665934,5.564432044483589,5.660780456256343
0.01476,5.6136746870639005,5.701346945784294,5.569249744844442,5.6642192838847425
0.014831999999999996,5.617669247601649,5.70375909541652,5.573974342627008,5.667570988105923
0.014904,5.621540863958509,5.706063672941836,5.5786061505125755,5.670835982229685
0.014975999999999996,5.625290263279247,5.708261716227857,5.583145479575265,5.674014677050964
0.015048,5.6289181864085265,5.710354270603568,5.587592637802977,5.677107482137146
0.015119999999999996,5.6324254088412555,5.712342389801557,5.591947936243257,5.680114805749826
0.015192,5.635812693785832,5.714227148812865,5.596211675940889,5.683037052124421
0.015263999999999996,5.639080826732175,5.716009609253451,5.600384157900306,5.685874630032409
0.015336,5.642230605875543,5.717690846722385,5.604465680614242,5.6886279461443
0.015407999999999996,5.645262847447669,5.719271942761555,5.60845654158113,5.691297407251042
0.01548,5.648178391244923,5.720753984359727,5.612357038957465,5.693883420570183
0.015551999999999996,5.650978070199408,5.722138072479456,5.616167464356187,5.696386390255726
0.015624,5.6536627369007775,5.723425313392101,5.61988810955338,5.69880672174304
0.015695999999999998,5.656233255460889,5.724616807549532,5.623519264786948,5.701144826171733
0.015767999999999997,5.658690513737429,5.72571366537032,5.627061221527229,5.703401113811977
0.01584,5.6610354074146265,5.726717001363838,5.63051426960896,5.705575996770273
0.015912,5.663268835008276,5.727627933648751,5.633878696418997,5.707669889331722
0.015983999999999998,5.6653917106990805,5.7284476037769725,5.637154789834338,5.709683199339495
0.016055999999999997,5.667404958984327,5.729177133101004,5.640342837453758,5.711616348531499
0.016128,5.669309533400758,5.729817653531723,5.643443129046335,5.713469758158627
0.0162,5.671106377542593,5.73037030072623,5.646455952520782,5.715243852473835
0.016272,5.6727964503909405,5.7308362129330765,5.649381596988938,5.716939059445336
0.016343999999999997,5.674380721362307,5.731216533874179,5.652220352561124,5.718555806933983
0.016416,5.6758601728776314,5.73151241360096,5.654972510469779,5.720094522383091
0.016488,5.67723580977372,5.731724995287057,5.657638363383517,5.721555649123615
0.01656,5.678508624324724,5.731855427573931,5.660218206039601,5.7229396302515685
0.016631999999999997,5.679679625676547,5.731904860473327,5.662712335131673,5.724246913971002
0.016704,5.680749830909939,5.731874445003624,5.665121049743538,5.725477953969707
0.016776,5.681720264447295,5.731765335544621,5.66744465165368,5.726633198136886
0.016848,5.682591982787534,5.7315786851217325,5.669683443199336,5.727713110828602
0.016919999999999998,5.68336602045257,5.731315646800778,5.671837733190963,5.728718162858397
0.016992,5.6840434277780805,5.730977374110262,5.673907833093805,5.729648829193226
0.017064,5.684625262472057,5.730565020247537,5.675894058257585,5.7305055915131895
0.017136000000000002,5.685112588161446,5.730079737872617,5.677796728346591,5.731288936065425
0.017207999999999998,5.685506490230738,5.729522679542254,5.679616165382932,5.731999345940432
0.017279999999999997,5.6858080517854015,5.728894996041943,5.681352697774007,5.732637328114866
0.017352,5.686018353378276,5.728197837006233,5.68300666034017,5.733203390483255
0.017424000000000002,5.686138486372153,5.72743235042534,5.684578392748059,5.733698048724834
0.017495999999999998,5.686169546831678,5.7265996823574135,5.686068240701036,5.734121826617208
0.017567999999999997,5.686112641704423,5.725700976354872,5.68747655444307,5.734475247517512
0.01764,5.685968890196134,5.724737374077482,5.688803688929672,5.734758846972347
0.017712000000000002,5.68573939830737,5.7237100147240625,5.69005001101621,5.734973174731059
0.017783999999999998,5.6854252833013845,5.722620034474093,5.691215892794132,5.735118785506675
0.017855999999999997,5.685027665877099,5.7214685664244875,5.692301714084051,5.735196242907693
0.017928,5.6845476706764515,5.720256740242211,5.693307862259999,5.735206119167605
0.018000000000000002,5.683986438801017,5.718985679032909,5.694234725680888,5.73514898023985
0.018072,5.68334509609309,5.7176565066171054,5.695082711491594,5.735025421977788
0.018144,5.682624777498764,5.716270341161262,5.695852231942803,5.734836041682174
0.018216,5.681826620002828,5.7148282966832324,5.696543708549544,5.734581446014389
0.018288,5.68095176217566,5.713331482863393,5.69715757245341,5.734262251183422
0.01836,5.680001352656487,5.7117810021027005,5.697694256985156,5.73387907634209
0.018432,5.6789765338326275,5.710177951261174,5.698154212558202,5.733432547663203
0.018504,5.677878448824925,5.70852342689389,5.698537899916009,5.732923312200974
0.018576,5.676708242850758,5.706818518125888,5.69884578903238,5.732352021033033
0.018648,5.675467061331822,5.705064308756407,5.699078360758684,5.731719334758594
0.01872,5.674156054705358,5.703261877117443,5.6992361009885775,5.731025923596039
0.018792,5.672776373509175,5.701412287466497,5.699319507032644,5.730272452419131
0.018864,5.6713291610560255,5.699516607652838,5.699329095516725,5.72945961168979
0.018936,5.66981556324946,5.697575897438345,5.699265390567434,5.72858809770196
0.019008,5.66823672480551,5.695591209510142,5.699128928196449,5.727658614407666
0.01908,5.666593788859152,5.6935635901774475,5.698920256557213,5.726671874825127
0.019152000000000002,5.664887902015392,5.691494076554669,5.698639926703513,5.725628596979284
0.019224,5.6631202088728765,5.689383693690079,5.698288503068247,5.7245294994048175
0.019296,5.661291845599022,5.687233470122349,5.697866573256144,5.723375324553561
0.019368,5.659403949202117,5.68504442292148,5.697374731347137,5.7221668166685955
0.01944,5.657457653953926,5.682817561955226,5.696813583932492,5.720904728095104
0.019512,5.655454091049743,5.680553889821782,5.696183750274462,5.719589819189712
0.019584,5.6533943926118075,5.678254393786356,5.6954858509029656,5.7182228473622985
0.019656,5.651279687077191,5.6759200594288135,5.694720521224578,5.716804585142949
0.019728,5.649111094865375,5.673551866562176,5.693888420838902,5.715335814911373
0.0198,5.6468897350174165,5.671150784907306,5.692990215062263,5.713817322888971
0.019872,5.64461672257138,5.668717776232934,5.692026581568433,5.712249901889249
0.019944,5.642293168296609,5.6662537929869865,5.690998210430654,5.710634349494362
0.020016,5.639920177616972,5.66375976947826,5.6899058016629,5.7089714568488885
0.020088,5.637498850593567,5.661236646335698,5.688750059326462,5.707262038591261
0.02016,5.63503028847916,5.658685350021614,5.687531702955509,5.7055069075748595
0.020232,5.632515585099091,5.656106798469086,5.686251464859149,5.703706881518534
0.020304,5.629955827303503,5.6535019010812295,5.684910088371896,5.701862782772359
0.020376,5.627352095170099,5.650871552098477,5.6835083273910705,5.6999754305732475
0.020448,5.6247054624693975,5.648216638041746,5.682046945877172,5.69804564895103
0.02052,5.622016999903437,5.645538043194783,5.680526716812719,5.696074272819153
0.020592,5.619287771653432,5.642836639187566,5.678948423053841,5.694062135925703
0.020664,5.6165188348082316,5.640113288658188,5.677312857112131,5.692010074657377
0.020736,5.613711204271707,5.63736884528647,5.675620841380241,5.689918927770316
0.020808,5.610865953276157,5.634604139969013,5.673873168574364,5.687789521570519
0.020880000000000003,5.607984146275368,5.631820011673107,5.67207064244955,5.685622701664654
0.020952000000000002,5.605066750496001,5.629017284044776,5.6702141273854725,5.683419308411279
0.021024,5.60211482271725,5.626196771134014,5.668304435515809,5.681180182486099
0.021096,5.59912942048288,5.623359277676943,5.66634238294551,5.678906164836052
0.021168,5.596111490477663,5.620505591245895,5.66432885822829,5.676598088725608
0.021240000000000002,5.593062045837716,5.617636485620304,5.662264703593722,5.674256782416742
0.021312,5.5899821281178665,5.6147527437780465,5.660150744748488,5.671883091316319
0.021384,5.5868726620496245,5.6118551301408885,5.657987892818825,5.669477850770422
0.021456,5.583734653744488,5.608944399737075,5.655776990995626,5.667041894555648
0.021528,5.580569084116177,5.606021298300444,5.653518898834874,5.664576054644153
0.0216,5.577376895485507,5.603086562382962,5.651214518933549,5.662081160988697
0.021672,5.574159021892864,5.600140918850122,5.648864748711882,5.659558040718425
0.021744,5.570916441355141,5.597185042418432,5.646470429948956,5.657007476450605
0.021816,5.567650085858536,5.5942196618453535,5.6440324395974875,5.654430308689768
0.021888,5.564360869695162,5.591245471370765,5.641551657350714,5.6518273501928755
0.02196,5.561049765381548,5.588263155807952,5.639029003974878,5.649199409767005
0.022032,5.5577176313359855,5.585273390672731,5.6364653539335325,5.6465472920966375
0.022104,5.5543653411027885,5.582276842325927,5.633861599787487,5.64387179759457
0.022176,5.550993748245559,5.579274168129267,5.631218634183532,5.641173722277098
0.022248,5.547603760546012,5.576265984060211,5.6285373450863885,5.638453826684062
0.02232,5.5441963201395215,5.573252919786573,5.625818618555401,5.635712887391342
0.022392,5.540772203167074,5.5702356121630965,5.623063346412598,5.6329516911831545
0.022464,5.537332234627017,5.567214674787241,5.6202724139110165,5.630171005776851
0.022536,5.533877222789633,5.564190711892848,5.617446702634455,5.627371592716853
0.022608,5.530408100521302,5.561164318499778,5.614587087640985,5.624554207283766
0.022680000000000002,5.526925644903702,5.558136080576059,5.6116944437971155,5.621719598428092
0.022752,5.523430640602326,5.555106563896339,5.608769639824488,5.6188684987723585
0.022824,5.519923874130393,5.552076299995972,5.605813538382329,5.616001611705471
0.022896,5.516406139876682,5.54904586490218,5.602827001157116,5.613119680634378
0.022968000000000002,5.512878266225506,5.546015801609621,5.599810895689617,5.610223420790757
0.02304,5.509340987095171,5.542986643798882,5.5967660622888955,5.607313539804427
0.023112,5.505795057341301,5.539958915988384,5.593693342456637,5.604390737677548
0.023184,5.502241219663309,5.5369331336978265,5.590593570299225,5.601455706780877
0.023256,5.498680241296276,5.533909803623327,5.587467595350327,5.5985091318713325
0.023328,5.495112847604786,5.530889385954983,5.584316241302916,5.595551660366566
0.0234,5.491539743686158,5.527872379917289,5.581140318853142,5.592583969027204
0.023472,5.487961631581075,5.524859263610492,5.577940636427501,5.589606717106996
0.023544,5.484379200313142,5.521850502391504,5.574717993847564,5.5866205526940265
0.023616,5.480793161055791,5.518846552704742,5.5714732010185095,5.583626115624081
0.023688,5.477204196685421,5.515847862249042,5.5682070513704,5.580624037540265
0.02376,5.473612952138406,5.512854870155307,5.564920316111112,5.577614941970876
